Name,Short name,URL name,Tags,Home page,Publication scheme,Disclosure log,Notes,Created at,Updated at,Version
Domestic Offsets Integrity Committee,"",domestic_offsets_integrity_committee,environment federal github_316,http://www.climatechange.gov.au/government/initiatives/carbon-farming-initiative/domestic-offsets.aspx,http://www.innovation.gov.au/AboutUs/InformationPublicationScheme/Pages/default.aspx,http://www.innovation.gov.au/AboutUs/InformationPublicationScheme/Pages/FreedomofInformationDisclosureLog.aspx,"The Domestic Offsets Integrity Committee assesses methodology proposals for use under the Carbon Farming Initiative and advises the Minister for Climate Change and Energy Efficiency, who makes a decision whether to approve methodology proposals.",2014-04-04 07:07:25 +1100,2016-08-16 04:55:58 +1000,2
Defence Science and Technology Organisation,"",defence_science_and_technology_organisation,defence federal github_316,http://www.dsto.defence.gov.au,http://www.dsto.defence.gov.au/page/6546/,"",DSTO is the Australian Government’s lead agency charged with applying science and technology to protect and defend Australia and its national interests,2014-04-04 07:07:25 +1100,2016-12-03 04:55:55 +1100,2
Editorial Advisory Board,"",editorial_advisory_board,foreign_affairs_and_trade federal github_316,http://www.dfat.gov.au,"","",The Editorial Advisory Board advises the Minister for Foreign Affairs on the documents on Australian Foreign Policy project to document the evolution of Australia's external relations.,2014-04-04 07:07:26 +1100,2016-12-03 04:55:55 +1100,2
Education Services Australia,"",education_services_australia,education_and_training federal github_316,http://www.esa.edu.au,"","","Education Services Australia (ESA) is a national, not-for-profit company owned by all Australian ministers.
The company was established to support delivery of national priorities and initiatives in the schools, training and Higher Education sectors.

<p> <i> Education Services Australia is not required to respond to requests under Freedom of Information laws, however they have a choice to comply with the spirit of FOI should they wish to do so. </i> </p>",2014-04-04 07:07:26 +1100,2016-12-03 04:55:55 +1100,4
Emissions Intensive and Trade Exposed (EITE) Expert Advisory Committee,"",emissions_intensive_and_trade_exposed_eite_expert_advisory_committee,environment federal github_316,http://www.climatechange.gov.au/reducing-carbon/jcp/expert-advisory-committee,"","","The Expert Advisory Committee provides advice to the Government on activities that may be eligible under the Jobs and Competitiveness Program. The Minister for Climate Change and Energy Efficiency may also request the Committee provide advice on specific matters, as required.",2014-04-04 07:07:26 +1100,2016-08-16 04:55:58 +1000,2
Emissions Reduction Fund,"",emissions_reduction_fund,environment federal github_316,http://www.environment.gov.au/topics/cleaner-environment/clean-air/emissions-reduction-fund,"","","The Government has established an Expert Reference Group to provide high level advice on the design of the Emissions Reduction Fund. The Expert Reference Group will inform the Emissions Reduction Fund's design and provide the Government with expert and practical advice for consideration. The Expert Reference Group consists of leading industry and academic experts, appointed for their renowned sectoral expertise. The scope of the Expert Reference Group's advice will be governed by the Terms of Reference for the Emissions Reduction Fund White Paper. The Expert Reference Group will convene regularly until the finalisation of the Emissions Reduction Fund White Paper, due to be released in early 2014.",2014-04-04 07:07:26 +1100,2016-08-16 04:55:58 +1000,2
Energy Security Council,"",energy_security_council,treasury defunct federal github_316,http://www.treasury.gov.au/Policy-Topics/PeopleAndSociety/completed-programs-initiatives,"","","The Energy Security Council is no longer operating. The Council was abolished on 22 October 2013, as its role is no longer required given the Government’s decision to repeal the carbon tax and associated energy security measures.",2014-04-04 07:07:26 +1100,2016-08-16 04:55:58 +1000,2
Expert Panel - to review Elective Surgery and Emergency Access Targets under the NPA on IPHS,"",expert_panel_to_review_elective_surgery_and_emergency_access_targets_under_the_npa_on_iphs,health federal github_316,http://www.health.gov.au/internet/yourhealth/publishing.nsf/Content/Expert-Panel-Report,http://www.health.gov.au/internet/main/publishing.nsf/Content/foi-inf-pub-scheme,http://www.health.gov.au/internet/main/publishing.nsf/Content/foi-disc-log,Expert Panel to review Elective Surgery and Emergency Access Targets under the National Partnership Agreement on Improving Public Hospital Services provides advice to the Council of Australian Governments on safety and quality issues and practical impediments to the timing and phasing of elective surgery and emergency department targets.,2014-04-04 07:07:26 +1100,2017-09-08 04:55:57 +1000,2
Expert Panel for Major Coal Seam Gas Projects,"",expert_panel_for_major_coal_seam_gas_projects,environment federal github_316,http://www.environment.gov.au/epbc/about/coal-seam-gas-panel.html,"","",The Expert Panel for Major Coal Seam Gas Projects will provide advice on the adequacy of water management plans which the companies must submit under the conditions of approval.,2014-04-04 07:07:26 +1100,2016-08-16 04:55:58 +1000,2
Expert Panel on the Declared Commercial Fishing Activity,"",expert_panel_on_the_declared_commercial_fishing_activity,environment federal github_316,http://www.environment.gov.au/node/16955,"","","The Expert Panel will assess the Declared Commercial Fishing Activity, particularly the potential for the activity to result in adverse environmental impacts.",2014-04-04 07:07:26 +1100,2016-08-16 04:55:59 +1000,2
Financial Sector Advisory Council,"",financial_sector_advisory_council,treasury federal github_316,http://archive.treasury.gov.au/content/financial_services.asp?ContentID=328&titl=Financial%20Services,"","",The Financial Sector Advisory Council (FSAC) has an ongoing role in providing advice to the Government on proposed initiatives to position Australia as a leading financial services centre. FSAC also provides advice to the Treasury Taskforce.,2014-04-04 07:07:30 +1100,2016-08-16 04:55:59 +1000,2
First Peoples Education Advisory Group,"",first_peoples_education_advisory_group,defunct prime_minister education_and_training federal github_316,http://www.pmc.gov.au,"","",The First Peoples Education Advisory Group was a cross-sectoral expert advisory group that provided policy advice to the Australian Government on Closing the Gap in educational outcomes between Aboriginal and Torres Strait Islander students and other Australian students in early childhood and school settings.,2014-04-04 07:07:30 +1100,2016-08-16 04:55:59 +1000,2
Forced Adoptions Implementation Working Group,"",forced_adoptions_implementation_working_group,social_services federal github_316,http://www.dss.gov.au/our-responsibilities/families-and-children/programs-services/forced-adoption-practices/forced-adoptions-implementation-working-group,"","",The Forced Adoptions Implementation Working Group will perform a key advisory role to the Government on services and projects related to the implementation of the government's response to the recommendations of the Senate Inquiry into forced adoptions policies and practices.,2014-04-04 07:07:30 +1100,2016-08-16 04:55:59 +1000,2
Foreign Investment Review Board,"",foreign_investment_review_board,treasury federal github_316,http://www.firb.gov.au/content/default.asp,"",http://www.treasury.gov.au/Access-to-Information/DisclosureLog,The Foreign Investment Review Board examines proposals by foreign interests to undertake direct investment in Australia and makes recommendations to the Government on whether those proposals are suitable for approval under the Government's policy.,2014-04-04 07:07:30 +1100,2016-08-16 04:55:59 +1000,2
Foundation to Prevent Violence against Women and their Children,"",foundation_to_prevent_violence_against_women_and_their_children,social_services federal github_316,http://www.preventviolence.org.au/index.htm,"","",The role of the Foundation to Prevent Violence against Women and their Children is to drive cultural and attitudinal change to prevent violence against women and their children from the ground up through community engagement and advocacy.,2014-04-04 07:07:30 +1100,2016-08-16 04:55:59 +1000,2
